team,game,desc,date,opp,all_gf,all_ga,length,pts,sit,toi,gf,ga,cf,ca,ff,fa,sf,sa
sabres,48,Panthers 4 at Sabres 3,2014-01-21,panthers,3,4,reg,0,5v5,45.1,1,4,37,44,33,32,24,20
sabres,49,Hurricanes 5 at Sabres 3,2014-01-23,hurricanes,3,5,reg,0,5v5,48.5,3,3,45,49,40,38,27,27
sabres,50,Sabres 5 at Blue Jackets 2,2014-01-25,jackets,5,2,reg,2,5v5,49.2,2,2,25,84,20,55,18,36
sabres,51,Sabres 0 at Penguins 3,2014-01-27,penguins,0,3,reg,0,5v5,50.2,0,2,31,42,25,37,20,28
sabres,52,Capitals 5 at Sabres 4 (OT),2014-01-28,capitals,4,5,OT,1,5v5,53.0,3,2,47,47,35,37,25,30
sabres,53,Sabres 3 at Coyotes 2,2014-01-30,coyotes,3,2,reg,2,5v5,49.8,1,1,41,54,30,39,22,30
sabres,54,Sabres 1 at Avalanche 7,2014-02-01,avalanche,1,7,reg,0,5v5,39.6,0,5,37,43,26,36,18,31
sabres,55,Oilers 3 at Sabres 2,2014-02-03,oilers,2,3,reg,0,5v5,37.4,0,1,53,31,43,26,31,16
sabres,56,Penguins 5 at Sabres 1,2014-02-05,penguins,1,5,reg,0,5v5,50.8,1,4,50,48,33,35,23,24
sabres,57,Sabres 2 at Senators 3,2014-02-06,senators,2,3,reg,0,5v5,43.6,2,3,39,56,31,46,25,34
sabres,58,Hurricanes 2 at Sabres 3,2014-02-25,hurricanes,3,2,reg,2,5v5,44.5,2,2,24,50,19,38,16,29
sabres,59,Bruins 4 at Sabres 5 (OT),2014-02-26,bruins,5,4,OT,2,5v5,42.7,2,2,20,43,18,29,12,18
sabres,60,Sharks 2 at Sabres 4,2014-02-28,sharks,4,2,reg,2,5v5,50.4,2,1,34,58,24,45,14,32
sabres,61,Sabres 2 at Stars 3,2014-03-03,stars,2,3,reg,0,5v5,46.0,2,2,40,54,32,41,19,25
sabres,62,Sabres 3 at Lightning 1,2014-03-06,lightning,3,1,reg,2,5v5,50.4,3,0,35,76,30,56,19,39
sabres,63,Sabres 0 at Panthers 2,2014-03-07,panthers,0,2,reg,0,5v5,40.7,0,0,36,36,25,30,18,25
sabres,64,Blackhawks 2 at Sabres 1,2014-03-09,blackhawks,1,2,reg,0,5v5,39.7,1,2,22,42,16,28,14,25
sabres,65,Predators 4 at Sabres 1,2014-03-11,predators,1,4,reg,0,5v5,51.4,0,2,35,44,26,30,17,21
sabres,66,Sabres 2 at Hurricanes 4,2014-03-13,hurricanes,2,4,reg,0,5v5,44.6,1,2,34,67,24,48,17,39
sabres,67,Sabres 1 at Islanders 4,2014-03-15,islanders,1,4,reg,0,5v5,42.3,0,2,44,55,31,41,22,30
sabres,68,Canadiens 2 at Sabres 0,2014-03-16,canadiens,0,2,reg,0,5v5,48.4,0,2,38,44,30,37,24,29
sabres,69,Sabres 1 at Flames 3,2014-03-18,flames,1,3,reg,0,5v5,53.7,1,2,33,49,22,37,12,24
sabres,70,Sabres 3 at Oilers 1,2014-03-20,oilers,3,1,reg,2,5v5,43.0,2,0,39,36,28,27,22,17
sabres,71,Sabres 2 at Canucks 4,2014-03-23,canucks,2,4,reg,0,5v5,52.6,1,4,35,73,22,54,15,31
sabres,72,Sabres 0 at Canadiens 2,2014-03-25,canadiens,0,2,reg,0,5v5,42.8,0,1,29,45,19,34,15,29
sabres,73,Sabres 1 at Predators 6,2014-03-27,predators,1,6,reg,0,5v5,51.8,1,5,50,45,38,36,30,27
sabres,74,Lightning 4 at Sabres 3 (OT),2014-03-29,lightning,3,4,OT,1,5v5,48.8,2,2,43,48,32,35,25,25
sabres,75,Devils 2 at Sabres 3 (SO),2014-04-01,devils,3,2,SO,2,5v5,52.2,1,1,31,54,22,35,19,26
sabres,76,Sabres 1 at Blues 2,2014-04-03,blues,1,2,reg,0,5v5,51.0,0,2,36,62,26,43,20,27
sabres,77,Sabres 2 at Red Wings 3,2014-04-04,wings,2,3,reg,0,5v5,50.8,1,2,38,57,25,37,21,28
sabres,78,Sabres 2 at Flyers 5,2014-04-06,flyers,2,5,reg,0,5v5,39.8,0,4,28,56,19,40,12,26
sabres,79,Red Wings 4 at Sabres 2,2014-04-08,wings,2,4,reg,0,5v5,44.8,2,3,31,45,23,32,20,25
sabres,80,Sabres 1 at Rangers 2,2014-04-10,rangers,1,2,reg,0,5v5,46.6,1,2,29,47,23,32,17,22
sabres,81,Sabres 1 at Bruins 4,2014-04-12,bruins,1,4,reg,0,5v5,47.5,1,3,27,45,22,32,20,23
sabres,82,Islanders 4 at Sabres 3 (SO),2014-04-13,islanders,3,4,SO,1,5v5,50.6,3,2,50,43,44,29,35,18
flames,1,Flames 4 at Capitals 5 (SO),2013-10-03,capitals,4,5,SO,1,5v5,46.5,2,2,43,55,33,40,27,28
flames,2,Flames 4 at Blue Jackets 3,2013-10-04,jackets,4,3,reg,2,5v5,46.9,4,2,38,55,30,36,22,30
flames,3,Canucks 5 at Flames 4 (OT),2013-10-06,canucks,4,5,OT,1,5v5,50.2,3,4,48,52,35,37,27,25
flames,4,Canadiens 2 at Flames 3,2013-10-09,canadiens,3,2,reg,2,5v5,50.1,2,1,41,52,29,41,23,28
flames,5,Devils 2 at Flames 3,2013-10-11,devils,3,2,reg,2,5v5,49.6,1,2,44,44,36,29,24,19
flames,6,Flames 2 at Ducks 3,2013-10-16,ducks,2,3,reg,0,5v5,43.9,1,3,43,32,36,21,27,14
flames,7,Flames 3 at Sharks 6,2013-10-19,sharks,3,6,reg,0,5v5,35.4,1,2,28,44,17,25,14,19
flames,8,Flames 3 at Kings 2,2013-10-21,kings,3,2,reg,2,5v5,44.2,0,0,34,48,26,35,18,24
flames,9,Flames 2 at Coyotes 4,2013-10-22,coyotes,2,4,reg,0,5v5,48.7,2,2,45,52,33,38,20,28
flames,10,Flames 1 at Stars 5,2013-10-24,stars,1,5,reg,0,5v5,50.0,1,5,53,54,36,45,26,29
flames,11,Capitals 2 at Flames 5,2013-10-26,capitals,5,2,reg,2,5v5,46.0,5,2,33,42,29,29,25,20
flames,12,Maple Leafs 4 at Flames 2,2013-10-30,leafs,2,4,reg,0,5v5,46.9,2,2,59,40,43,27,33,20
flames,13,Red Wings 4 at Flames 3,2013-11-01,wings,3,4,reg,0,5v5,43.7,2,4,37,34,27,24,17,15
flames,14,Flames 3 at Blackhawks 2 (OT),2013-11-03,blackhawks,3,2,OT,2,5v5,56.0,2,1,39,72,32,48,28,35
flames,15,Flames 1 at Wild 5,2013-11-05,wild,1,5,reg,0,5v5,47.3,1,3,34,32,28,20,20,16
flames,16,Flames 2 at Blues 3,2013-11-07,blues,2,3,reg,0,5v5,42.1,2,2,33,38,19,29,13,22
flames,17,Flames 2 at Avalanche 4,2013-11-08,avalanche,2,4,reg,0,5v5,50.8,2,2,60,39,45,26,28,20
flames,18,Sharks 3 at Flames 2 (OT),2013-11-12,sharks,2,3,OT,1,5v5,55.8,1,1,27,68,15,46,10,31
flames,19,Stars 7 at Flames 3,2013-11-14,stars,3,7,reg,0,5v5,51.0,1,6,43,59,31,41,15,28
flames,20,Oilers 4 at Flames 2,2013-11-16,oilers,2,4,reg,0,5v5,49.6,2,3,51,33,39,26,30,19
flames,21,Flames 5 at Jets 4 (SO),2013-11-18,jets,5,4,SO,2,5v5,47.6,2,2,38,66,25,39,19,32
flames,22,Blue Jackets 2 at Flames 1 (OT),2013-11-20,jackets,1,2,OT,1,5v5,54.0,1,1,43,39,32,19,24,13
flames,23,Panthers 3 at Flames 4 (SO),2013-11-22,panthers,4,3,SO,2,5v5,47.7,2,3,26,52,18,31,14,23
flames,24,Blackhawks 3 at Flames 2,2013-11-27,blackhawks,2,3,reg,0,5v5,53.9,2,3,33,64,26,39,21,27
flames,25,Flames 2 at Ducks 5,2013-11-29,ducks,2,5,reg,0,5v5,53.0,2,4,44,58,34,47,21,33
flames,26,Flames 2 at Kings 1,2013-11-30,kings,2,1,reg,2,5v5,40.4,1,1,29,42,23,26,12,17
flames,27,Coyotes 1 at Flames 4,2013-12-04,coyotes,4,1,reg,2,5v5,45.7,2,1,31,52,19,34,12,25
flames,28,Avalanche 3 at Flames 2,2013-12-06,avalanche,2,3,reg,0,5v5,47.4,0,3,36,52,26,35,18,20
flames,29,Flames 2 at Oilers 1 (OT),2013-12-07,oilers,2,1,OT,2,5v5,44.0,1,0,26,46,21,27,18,19
flames,30,Bruins 2 at Flames 1,2013-12-10,bruins,1,2,reg,0,5v5,49.2,1,1,36,50,26,33,20,18
flames,31,Hurricanes 1 at Flames 2 (OT),2013-12-12,hurricanes,2,1,OT,2,5v5,51.1,1,1,41,52,32,35,26,21
flames,32,Flames 2 at Sabres 1 (OT),2013-12-14,sabres,2,1,OT,2,5v5,42.3,1,1,31,45,25,29,19,21
flames,33,Flames 3 at Rangers 4 (SO),2013-12-15,rangers,3,4,SO,1,5v5,47.3,2,3,28,59,21,36,15,24
flames,34,Flames 0 at Bruins 2,2013-12-17,bruins,0,2,reg,0,5v5,48.6,0,0,29,42,21,35,14,26
flames,35,Flames 2 at Red Wings 3 (OT),2013-12-19,wings,2,3,OT,1,5v5,47.4,1,2,25,49,19,37,17,27
flames,36,Flames 3 at Penguins 4,2013-12-21,penguins,3,4,reg,0,5v5,45.4,3,3,40,35,28,21,21,17
flames,37,Blues 3 at Flames 4 (SO),2013-12-23,blues,4,3,SO,2,5v5,47.9,1,2,32,44,21,36,13,29
flames,38,Oilers 2 at Flames 0,2013-12-27,oilers,0,2,reg,0,5v5,48.3,0,1,44,34,32,28,23,24
flames,39,Canucks 2 at Flames 0,2013-12-29,canucks,0,2,reg,0,5v5,50.9,0,2,36,42,25,35,17,27
flames,40,Flyers 4 at Flames 1,2013-12-31,flyers,1,4,reg,0,5v5,52.7,1,3,53,33,32,27,20,19
flames,41,Lightning 2 at Flames 0,2014-01-03,lightning,0,2,reg,0,5v5,41.8,0,2,41,40,25,29,14,18
flames,42,Flames 4 at Avalanche 3,2014-01-06,avalanche,4,3,reg,2,5v5,46.3,3,1,40,32,30,21,16,15
flames,43,Flames 0 at Coyotes 6,2014-01-07,coyotes,0,6,reg,0,5v5,51.1,0,5,50,51,36,34,21,25
flames,44,Blues 5 at Flames 0,2014-01-09,blues,0,5,reg,0,5v5,35.3,0,3,37,35,24,25,20,20
flames,45,Penguins 2 at Flames 1,2014-01-11,penguins,1,2,reg,0,5v5,42.5,0,2,34,35,27,25,22,21
flames,46,Flames 2 at Hurricanes 0,2014-01-13,hurricanes,2,0,reg,2,5v5,52.1,1,0,46,42,36,29,26,18
flames,47,Flames 2 at Predators 4,2014-01-14,predators,2,4,reg,0,5v5,47.1,2,2,40,44,28,32,20,24
flames,48,Jets 5 at Flames 2,2014-01-16,jets,2,5,reg,0,5v5,46.7,2,3,38,38,29,25,18,20
flames,49,Flames 2 at Canucks 3 (SO),2014-01-18,canucks,2,3,SO,1,5v5,46.5,1,1,45,45,34,30,26,20
flames,50,Flames 2 at Sharks 3,2014-01-20,sharks,2,3,reg,0,5v5,58.1,2,2,54,57,31,36,23,26
flames,51,Coyotes 2 at Flames 3,2014-01-22,coyotes,3,2,reg,2,5v5,50.5,3,1,35,54,28,35,23,27
flames,52,Predators 4 at Flames 5 (SO),2014-01-24,predators,5,4,SO,2,5v5,49.3,1,4,42,42,33,34,26,23
flames,53,Blackhawks 4 at Flames 5 (OT),2014-01-28,blackhawks,5,4,OT,2,5v5,54.1,3,3,36,65,28,42,22,29
flames,54,Sharks 1 at Flames 4,2014-01-30,sharks,4,1,reg,2,5v5,53.1,3,1,47,45,36,34,28,23
flames,55,Wild 3 at Flames 4 (OT),2014-02-01,wild,4,3,OT,2,5v5,43.5,2,1,34,34,29,26,22,16
flames,56,Flames 0 at Canadiens 2,2014-02-04,canadiens,0,2,reg,0,5v5,56.0,0,1,51,61,34,41,22,26
flames,57,Flames 4 at Islanders 2,2014-02-06,islanders,4,2,reg,2,5v5,46.3,2,2,41,46,28,33,18,23
flames,58,Flames 1 at Flyers 2,2014-02-08,flyers,1,2,reg,0,5v5,49.4,1,2,60,37,45,27,29,19
flames,59,Kings 2 at Flames 0,2014-02-27,kings,0,2,reg,0,5v5,45.8,0,1,35,29,24,22,17,19
flames,60,Flames 2 at Oilers 1 (OT),2014-03-01,oilers,2,1,OT,2,5v5,49.0,1,1,47,54,33,32,23,19
flames,61,Flames 2 at Wild 3,2014-03-03,wild,2,3,reg,0,5v5,54.0,2,2,40,38,28,30,22,21
flames,62,Senators 1 at Flames 4,2014-03-05,senators,4,1,reg,2,5v5,38.9,2,1,24,44,22,32,15,23
flames,63,Islanders 3 at Flames 4,2014-03-07,islanders,4,3,reg,2,5v5,51.0,3,3,43,39,32,30,18,23
flames,64,Flames 1 at Canucks 2,2014-03-08,canucks,1,2,reg,0,5v5,47.9,1,2,49,53,25,26,17,12
flames,65,Kings 3 at Flames 2,2014-03-10,kings,2,3,reg,0,5v5,50.1,1,3,44,47,29,32,23,22
flames,66,Ducks 2 at Flames 7,2014-03-12,ducks,7,2,reg,2,5v5,49.4,4,2,31,40,23,27,18,19
flames,67,Flames 4 at Stars 3 (SO),2014-03-14,stars,4,3,SO,2,5v5,56.4,2,3,65,46,46,37,28,24
flames,68,Flames 2 at Coyotes 3,2014-03-15,coyotes,2,3,reg,0,5v5,41.8,0,2,37,33,26,24,20,17
flames,69,Sabres 1 at Flames 3,2014-03-18,sabres,3,1,reg,2,5v5,53.7,2,1,49,33,37,22,24,12
flames,70,Predators 6 at Flames 5,2014-03-21,predators,5,6,reg,0,5v5,53.4,4,5,49,34,41,24,26,19
flames,71,Flames 8 at Oilers 1,2014-03-22,oilers,8,1,reg,2,5v5,48.5,7,0,50,43,42,31,27,22
flames,72,Sharks 1 at Flames 2 (SO),2014-03-24,sharks,2,1,SO,2,5v5,49.9,1,1,32,56,25,42,22,26
flames,73,Ducks 3 at Flames 2,2014-03-26,ducks,2,3,reg,0,5v5,53.0,2,2,59,54,44,37,31,27
flames,74,Rangers 3 at Flames 4,2014-03-28,rangers,4,3,reg,2,5v5,54.1,3,3,35,68,30,51,22,40
flames,75,Flames 3 at Senators 6,2014-03-30,senators,3,6,reg,0,5v5,49.6,3,4,49,61,41,47,33,34
flames,76,Flames 2 at Maple Leafs 3,2014-04-01,leafs,2,3,reg,0,5v5,55.0,2,3,54,50,44,35,24,22
flames,77,Flames 4 at Lightning 1,2014-04-03,lightning,4,1,reg,2,5v5,50.2,2,1,35,57,27,37,20,27
flames,78,Flames 2 at Panthers 1,2014-04-04,panthers,2,1,reg,2,5v5,48.1,2,0,25,50,17,34,12,26
flames,79,Flames 1 at Devils 0,2014-04-07,devils,1,0,reg,2,5v5,46.3,0,0,26,44,23,33,17,26
flames,80,Kings 3 at Flames 4 (SO),2014-04-09,kings,4,3,SO,2,5v5,60.0,3,3,42,73,28,52,18,39
flames,81,Jets 5 at Flames 3,2014-04-11,jets,3,5,reg,0,5v5,49.2,1,4,57,50,39,34,29,26
flames,82,Flames 1 at Canucks 5,2014-04-13,canucks,1,5,reg,0,5v5,49.0,1,3,38,48,26,28,16,18
hurricanes,1,Red Wings 3 at Hurricanes 2 (OT),2013-10-04,wings,2,3,OT,1,5v5,47.1,1,1,44,53,32,38,20,26
hurricanes,2,Flyers 1 at Hurricanes 2,2013-10-06,flyers,2,1,reg,2,5v5,47.0,2,1,49,36,38,27,29,17
hurricanes,3,Hurricanes 2 at Penguins 5,2013-10-08,penguins,2,5,reg,0,5v5,48.0,2,2,44,47,34,39,25,32
hurricanes,4,Hurricanes 3 at Capitals 2,2013-10-10,capitals,3,2,reg,2,5v5,42.6,2,2,38,40,32,33,28,24
hurricanes,5,Kings 2 at Hurricanes 1 (SO),2013-10-11,kings,1,2,SO,1,5v5,47.4,0,0,42,53,27,45,17,27
hurricanes,6,Coyotes 5 at Hurricanes 3,2013-10-13,coyotes,3,5,reg,0,5v5,39.1,2,3,35,43,26,37,16,26
hurricanes,7,Blackhawks 3 at Hurricanes 2 (SO),2013-10-15,blackhawks,2,3,SO,1,5v5,48.7,2,2,53,55,35,44,28,31
hurricanes,8,Hurricanes 3 at Maple Leafs 2,2013-10-17,leafs,3,2,reg,2,5v5,45.3,2,2,51,32,41,26,28,20
hurricanes,9,Hurricanes 4 at Islanders 3,2013-10-19,islanders,4,3,reg,2,5v5,45.9,3,0,42,36,30,23,19,17
hurricanes,10,Hurricanes 1 at Wild 3,2013-10-24,wild,1,3,reg,0,5v5,42.5,0,1,41,40,29,27,21,17
hurricanes,11,Hurricanes 2 at Avalanche 4,2013-10-25,avalanche,2,4,reg,0,5v5,48.3,2,3,49,50,34,38,23,28
hurricanes,12,Penguins 3 at Hurricanes 1,2013-10-28,penguins,1,3,reg,0,5v5,44.7,0,3,34,46,24,38,14,27
hurricanes,13,Lightning 3 at Hurricanes 0,2013-11-01,lightning,0,3,reg,0,5v5,44.9,0,3,48,51,32,38,23,26
hurricanes,14,Hurricanes 1 at Rangers 5,2013-11-02,rangers,1,5,reg,0,5v5,48.2,0,4,43,47,34,35,24,27
hurricanes,15,Flyers 1 at Hurricanes 2 (OT),2013-11-05,flyers,2,1,OT,2,5v5,47.5,0,0,55,52,42,33,28,24
hurricanes,16,Islanders 0 at Hurricanes 1,2013-11-07,islanders,1,0,reg,2,5v5,46.7,1,0,45,48,34,37,23,17
hurricanes,17,Wild 3 at Hurricanes 2 (SO),2013-11-09,wild,2,3,SO,1,5v5,48.0,2,2,46,47,36,30,22,22
hurricanes,18,Avalanche 1 at Hurricanes 2,2013-11-12,avalanche,2,1,reg,2,5v5,55.9,2,0,58,57,46,42,28,26
hurricanes,19,Ducks 2 at Hurricanes 3 (SO),2013-11-15,ducks,3,2,SO,2,5v5,51.5,1,1,41,39,28,36,17,23
hurricanes,20,Hurricanes 2 at Blues 4,2013-11-16,blues,2,4,reg,0,5v5,43.5,0,3,30,49,23,36,16,22
hurricanes,21,Bruins 4 at Hurricanes 1,2013-11-18,bruins,1,4,reg,0,5v5,49.4,1,2,40,58,32,39,22,26
hurricanes,22,Hurricanes 3 at Red Wings 4,2013-11-21,wings,3,4,reg,0,5v5,47.7,2,3,35,54,29,46,21,38
hurricanes,23,Hurricanes 2 at Bruins 3 (OT),2013-11-23,bruins,2,3,OT,1,5v5,48.1,0,1,34,43,27,32,19,25
hurricanes,24,Senators 1 at Hurricanes 4,2013-11-24,senators,4,1,reg,2,5v5,51.2,2,1,66,59,47,48,30,33
hurricanes,25,Hurricanes 4 at Devils 3,2013-11-27,devils,4,3,reg,2,5v5,53.5,3,2,31,42,25,32,20,20
hurricanes,26,Devils 5 at Hurricanes 2,2013-11-29,devils,2,5,reg,0,5v5,46.5,1,4,28,48,18,35,13,21
hurricanes,27,Canucks 3 at Hurricanes 2,2013-12-01,canucks,2,3,reg,0,5v5,42.2,2,2,44,37,30,28,22,22
hurricanes,28,Hurricanes 4 at Capitals 1,2013-12-03,capitals,4,1,reg,2,5v5,44.6,3,0,37,43,27,33,22,19
hurricanes,29,Hurricanes 5 at Predators 2,2013-12-05,predators,5,2,reg,2,5v5,42.9,3,2,45,24,26,20,18,14
hurricanes,30,Sharks 3 at Hurricanes 5,2013-12-06,sharks,5,3,reg,2,5v5,53.1,4,3,61,51,43,30,31,22
hurricanes,31,Hurricanes 0 at Canucks 2,2013-12-09,canucks,0,2,reg,0,5v5,46.9,0,1,48,40,37,29,27,19
hurricanes,32,Hurricanes 4 at Oilers 5 (OT),2013-12-10,oilers,4,5,OT,1,5v5,50.8,2,4,49,45,33,33,23,22
hurricanes,33,Hurricanes 1 at Flames 2 (OT),2013-12-12,flames,1,2,OT,1,5v5,51.1,1,1,52,41,35,32,21,26
hurricanes,34,Hurricanes 3 at Coyotes 1,2013-12-14,coyotes,3,1,reg,2,5v5,49.0,2,1,52,52,35,39,28,32
hurricanes,35,Capitals 4 at Hurricanes 2,2013-12-20,capitals,2,4,reg,0,5v5,43.7,1,0,59,24,44,20,26,16
hurricanes,36,Hurricanes 2 at Lightning 3 (OT),2013-12-21,lightning,2,3,OT,1,5v5,47.7,1,1,44,62,33,49,22,41
hurricanes,37,Blue Jackets 4 at Hurricanes 3,2013-12-23,jackets,3,4,reg,0,5v5,40.0,1,4,40,39,29,28,20,20
hurricanes,38,Penguins 4 at Hurricanes 3 (OT),2013-12-27,penguins,3,4,OT,1,5v5,56.0,3,3,64,45,47,37,32,22
hurricanes,39,Hurricanes 2 at Maple Leafs 5,2013-12-29,leafs,2,5,reg,0,5v5,51.2,1,4,64,39,52,30,34,23
hurricanes,40,Canadiens 4 at Hurricanes 5 (OT),2013-12-31,canadiens,5,4,OT,2,5v5,37.4,2,2,52,25,32,19,19,15
hurricanes,41,Hurricanes 4 at Capitals 3 (OT),2014-01-02,capitals,4,3,OT,2,5v5,51.3,2,3,44,63,35,47,25,38
hurricanes,42,Hurricanes 3 at Islanders 2,2014-01-04,islanders,3,2,reg,2,5v5,51.0,3,1,57,53,41,36,28,27
hurricanes,43,Predators 1 at Hurricanes 2,2014-01-05,predators,2,1,reg,2,5v5,52.8,2,0,50,59,34,46,23,27
hurricanes,44,Maple Leafs 1 at Hurricanes 6,2014-01-09,leafs,6,1,reg,2,5v5,47.2,3,1,44,58,36,39,27,25
hurricanes,45,Hurricanes 0 at Blue Jackets 3,2014-01-10,jackets,0,3,reg,0,5v5,53.3,0,2,45,43,40,32,32,21
hurricanes,46,Flames 2 at Hurricanes 0,2014-01-13,flames,0,2,reg,0,5v5,52.1,0,1,42,46,29,36,18,26
hurricanes,47,Panthers 2 at Hurricanes 3,2014-01-18,panthers,3,2,reg,2,5v5,45.0,2,2,52,44,37,37,27,30
hurricanes,48,Lightning 5 at Hurricanes 3,2014-01-19,lightning,3,5,reg,0,5v5,47.2,2,4,76,34,54,27,39,22
hurricanes,49,Hurricanes 3 at Flyers 2,2014-01-22,flyers,3,2,reg,2,5v5,50.1,3,1,53,39,39,31,28,19
hurricanes,50,Hurricanes 5 at Sabres 3,2014-01-23,sabres,5,3,reg,2,5v5,48.5,3,3,49,45,38,40,27,27
hurricanes,51,Senators 3 at Hurricanes 6,2014-01-25,senators,6,3,reg,2,5v5,47.2,4,2,35,50,30,37,23,20
hurricanes,52,Blue Jackets 2 at Hurricanes 3,2014-01-27,jackets,3,2,reg,2,5v5,55.1,3,2,49,50,36,35,27,24
hurricanes,53,Hurricanes 0 at Canadiens 3,2014-01-28,canadiens,0,3,reg,0,5v5,50.0,0,3,57,37,36,28,28,23
hurricanes,54,Blues 1 at Hurricanes 3,2014-01-31,blues,3,1,reg,2,5v5,45.7,1,0,53,42,34,38,22,23
hurricanes,55,Jets 2 at Hurricanes 1,2014-02-04,jets,1,2,reg,0,5v5,54.4,1,2,50,46,42,39,29,26
hurricanes,56,Panthers 1 at Hurricanes 5,2014-02-07,panthers,5,1,reg,2,5v5,49.7,4,1,52,67,40,44,28,28
hurricanes,57,Canadiens 4 at Hurricanes 1,2014-02-08,canadiens,1,4,reg,0,5v5,53.8,1,3,62,40,46,31,31,23
hurricanes,58,Hurricanes 2 at Sabres 3,2014-02-25,sabres,2,3,reg,0,5v5,44.5,2,2,50,24,38,19,29,16
hurricanes,59,Hurricanes 1 at Stars 4,2014-02-27,stars,1,4,reg,0,5v5,34.4,1,1,33,34,25,24,21,15
hurricanes,60,Hurricanes 1 at Kings 3,2014-03-01,kings,1,3,reg,0,5v5,42.4,1,1,32,39,30,35,22,22
hurricanes,61,Hurricanes 3 at Ducks 5,2014-03-02,ducks,3,5,reg,0,5v5,41.6,2,3,61,48,52,34,40,24
hurricanes,62,Hurricanes 3 at Sharks 2 (OT),2014-03-04,sharks,3,2,OT,2,5v5,55.7,2,2,54,68,40,52,29,36
hurricanes,63,Rangers 4 at Hurricanes 2,2014-03-07,rangers,2,4,reg,0,5v5,43.2,1,0,36,54,27,41,16,30
hurricanes,64,Hurricanes 4 at Devils 5,2014-03-08,devils,4,5,reg,0,5v5,52.8,2,3,45,41,36,31,27,27
hurricanes,65,Rangers 1 at Hurricanes 3,2014-03-11,rangers,3,1,reg,2,5v5,47.3,3,1,46,47,35,32,24,22
hurricanes,66,Sabres 2 at Hurricanes 4,2014-03-13,sabres,4,2,reg,2,5v5,44.6,2,1,67,34,48,24,39,17
hurricanes,67,Hurricanes 1 at Bruins 5,2014-03-15,bruins,1,5,reg,0,5v5,49.4,1,5,41,55,30,44,23,34
hurricanes,68,Oilers 2 at Hurricanes 1,2014-03-16,oilers,1,2,reg,0,5v5,45.9,1,1,53,46,37,38,25,28
hurricanes,69,Hurricanes 3 at Blue Jackets 1,2014-03-18,jackets,3,1,reg,2,5v5,42.5,2,0,20,62,15,48,10,40
hurricanes,70,Hurricanes 2 at Blackhawks 3,2014-03-21,blackhawks,2,3,reg,0,5v5,41.3,1,1,20,29,16,20,14,15
hurricanes,71,Hurricanes 3 at Jets 2,2014-03-22,jets,3,2,reg,2,5v5,51.1,2,2,61,52,44,33,30,28
hurricanes,72,Islanders 5 at Hurricanes 4,2014-03-25,islanders,4,5,reg,0,5v5,47.5,2,5,48,42,35,35,21,27
hurricanes,73,Hurricanes 3 at Panthers 0,2014-03-27,panthers,3,0,reg,2,5v5,48.2,3,0,41,49,31,44,27,31
hurricanes,74,Blue Jackets 3 at Hurricanes 2 (OT),2014-03-29,jackets,2,3,OT,1,5v5,53.4,1,2,49,47,33,35,22,27
hurricanes,75,Hurricanes 1 at Senators 2 (SO),2014-03-31,senators,1,2,SO,1,5v5,50.0,1,1,49,60,40,45,25,26
hurricanes,76,Hurricanes 4 at Penguins 1,2014-04-01,penguins,4,1,reg,2,5v5,52.9,3,1,41,49,29,33,22,25
hurricanes,77,Stars 1 at Hurricanes 4,2014-04-03,stars,4,1,reg,2,5v5,45.2,2,1,42,48,34,35,26,27
hurricanes,78,Devils 3 at Hurricanes 1,2014-04-05,devils,1,3,reg,0,5v5,48.8,1,2,42,51,28,38,20,21
hurricanes,79,Hurricanes 1 at Rangers 4,2014-04-08,rangers,1,4,reg,0,5v5,57.4,1,2,52,60,36,41,28,32
hurricanes,80,Capitals 5 at Hurricanes 2,2014-04-10,capitals,2,5,reg,0,5v5,56.0,1,5,66,37,46,28,32,20
hurricanes,81,Hurricanes 2 at Red Wings 1,2014-04-11,wings,2,1,reg,2,5v5,51.3,1,0,25,37,18,31,15,24
hurricanes,82,Hurricanes 6 at Flyers 5 (SO),2014-04-13,flyers,6,5,SO,2,5v5,49.2,4,3,43,53,32,41,26,30
blackhawks,1,Capitals 4 at Blackhawks 6,2013-10-01,capitals,6,4,reg,2,5v5,45.6,4,1,42,34,30,21,25,16
blackhawks,2,Lightning 3 at Blackhawks 2 (SO),2013-10-05,lightning,2,3,SO,1,5v5,49.4,1,1,48,34,39,17,29,12
blackhawks,3,Blackhawks 2 at Blues 3,2013-10-09,blues,2,3,reg,0,5v5,56.0,0,2,47,45,34,37,25,31
blackhawks,4,Islanders 2 at Blackhawks 3,2013-10-11,islanders,3,2,reg,2,5v5,47.8,3,2,54,30,35,19,24,16
blackhawks,5,Sabres 1 at Blackhawks 2,2013-10-12,sabres,2,1,reg,2,5v5,43.1,1,1,41,38,33,29,23,24
blackhawks,6,Blackhawks 3 at Hurricanes 2 (SO),2013-10-15,hurricanes,3,2,SO,2,5v5,48.7,2,2,55,53,44,35,31,28
blackhawks,7,Blues 3 at Blackhawks 2 (SO),2013-10-17,blues,2,3,SO,1,5v5,48.5,2,1,38,36,26,27,20,21
blackhawks,8,Maple Leafs 1 at Blackhawks 3,2013-10-19,leafs,3,1,reg,2,5v5,42.7,2,0,50,28,37,19,30,15
blackhawks,9,Blackhawks 3 at Panthers 2 (SO),2013-10-22,panthers,3,2,SO,2,5v5,55.1,1,2,59,49,34,37,25,19
